,Unnamed: 0,sample_id,source_id,source_subject,source_domain,target_domain,target_subject,target_field,relations,source_paragraph,target_paragraph,sum_vote_analogy,analogy_type,not_analogy_reasons,is_train,count_annotations,target_events_order,target_new_events_order,explanation,new_paragraph
154,3287,796How does the human respiratory system work?,796,How do the lungs work?,Biomedical and Health Sciences,Biomedical and Health Sciences,How does the human respiratory system work?,Biomedical and Health Sciences,"(lungs, exchange, oxygen) like (respiratory system, exchange, oxygen)
 (alveoli, absorb, carbon dioxide) like (alveoli, absorb, carbon dioxide)
 (bronchioles, deliver, air) like (bronchioles, deliver, air)","The lungs are responsible for exchanging oxygen and carbon dioxide. 
 The alveoli absorb the carbon dioxide from the body and the bronchioles deliver oxygen-rich air to the alveoli. 
 The oxygen is then passed into the bloodstream, where it is circulated throughout the body. 
 The bronchioles also help to remove carbon dioxide from the body by delivering it back out of the lungs. 
 The exchange of oxygen and carbon dioxide is essential for the body to function properly.","The human respiratory system is responsible for exchanging oxygen and carbon dioxide.
 The bronchioles deliver the air to the lungs, where it passes through the alveoli.
 The alveoli absorb the oxygen from the air and expel the carbon dioxide.
 The oxygen is then carried by the blood to the rest of the body, while the carbon dioxide is exhaled.",3.0,close analogy,,,,"[1]: The bronchioles deliver the air to the lungs.
[2]: It passes through the alveoli.
[3]: The alveoli absorb the oxygen from the air and expel the carbon dioxide.
[4]: The oxygen is then carried by the blood to the rest of the body.
[5]: The carbon dioxide is exhaled.","[1]: The bronchioles deliver the air to the lungs.
[2]: The oxygen is then carried by the blood to the rest of the body.
[3]: It passes through the alveoli.
[4]: The alveoli absorb the oxygen from the air and expel the carbon dioxide.
[5]: The carbon dioxide is exhaled.","In INPUT_PARAGRAPH_ORDER, I found that ""[2]: It passes through the alveoli."" must occur before ""[4]: The oxygen is then carried by the blood to the rest of the body."" This is because the oxygen needs to pass through the alveoli before it can be carried to the rest of the body by the blood. In NEW_PARAGRAPH_ORDER, the oxygen is being carried to the rest of the body before it ever passes through the alveoli, which is not biologically or logically possible. Thus, the NEW_PARAGRAPH_ORDER is illogical.","[1] The bronchioles deliver the air to the lungs. [2] Immediately, the oxygen is then carried by the blood to the rest of the body. [3] After this, it passes through the alveoli. [4] The alveoli then absorb the oxygen from the air and expel the carbon dioxide. [5] Finally, the carbon dioxide is exhaled."
155,3340,823How does a human heart pump blood?,823,How does a coal-powered power station generate electricity?,Engineering,Biomedical and Health Sciences,How does a human heart pump blood?,Biomedical and Health Sciences,"(combustion turbines, generate, electrical power) like (ventricles, generate, blood pressure)
 (transformers, increase, voltage) like (valves, increase, blood flow)
 (circuit breaker, regulate, current) like (arteries, regulate, oxygen levels)","A coal-powered power station generates electricity by burning coal in combustion turbines.
 The heat generated by the combustion turbines is used to turn a generator, which then produces electrical power.
 The electricity is then sent to a transformer, which increases the voltage of the electricity before it is sent to the grid.
 To regulate the current and ensure safety, a circuit breaker is used to detect and stop any faults in the system.","The ventricles of the heart generate a pressure that pushes the blood out of the heart.
 Valves in the heart prevent the blood from flowing back in, which increases the blood flow throughout the body.
 The arteries then regulate the oxygen levels in the blood, ensuring that the body gets enough oxygen.",3.0,far analogy,,,,"[1]: The ventricles of the heart generate a pressure that pushes the blood out of the heart.
[2]: Valves in the heart prevent the blood from flowing back in, which increases the blood flow throughout the body.
[3]: The arteries then regulate the oxygen levels in the blood, ensuring that the body gets enough oxygen.","[1]: The arteries then regulate the oxygen levels in the blood, ensuring that the body gets enough oxygen.
[2]: The ventricles of the heart generate a pressure that pushes the blood out of the heart.
[3]: Valves in the heart prevent the blood from flowing back in, which increases the blood flow throughout the body.","From the INPUT_PARAGRAPH_ORDER, we see that ""[1]: The ventricles of the heart generate a pressure that pushes the blood out of the heart."" has to happen before ""[3]: The arteries then regulate the oxygen levels in the blood, ensuring that the body gets enough oxygen."" for the reason that the ventricles need to push the blood out before the arteries can regulate the oxygen levels. With the NEW_PARAGRAPH_ORDER, the oxygen regulation has occurred before the blood has been pushed out by the ventricles. As a result, this arrangement isn't logical because the oxygen levels cannot be adapted in the blood if the blood has not yet been driven from the heart.","[1] The arteries first regulate the oxygen levels in the blood, ensuring that the body gets enough oxygen. [2] Then, the ventricles of the heart generate a pressure that pushes the blood out of the heart. [3] Finally, valves in the heart prevent the blood from flowing back in, which increases the blood flow throughout the body."
156,3356,830How do bacteria cause infection?,830,How does a virus cause disease?,Biomedical and Health Sciences,Natural Sciences,How do bacteria cause infection?,Microbiology,"(virus, invades, cells) like (bacteria, invades, tissues) 
 (virus, replicates, itself) like (bacteria, multiplies, itself) 
 (virus, causes, disease) like (bacteria, causes, illness)","A virus is a microorganism that invades cells and replicates itself.
 The virus reproduces itself within the cells, using the cell's resources to make more copies of itself.
 This process can cause damage to the cell, resulting in disease. The virus is responsible for the disease, as it causes the cells to malfunction or die.","Bacteria can cause infection when it invades the tissues of the body.
 Once the bacteria is inside the body, it begins to multiply itself and can quickly spread to other parts of the body.
 The bacteria's presence in the body can cause illness, as it releases toxins and other substances that can damage the host's cells and tissues.",3.0,close analogy,,,,"[1]: Bacteria invades the tissues of the body, causing potential infections.
[2]: Once inside, the bacteria multiplies and can start spreading to other body parts.
[3]: The bacteria's presence leads to illness by releasing toxins that damage the host's cells and tissues.","[1]: Bacteria invades the tissues of the body, causing potential infections.
[2]: The bacteria's presence leads to illness by releasing toxins that damage the host's cells and tissues.
[3]: Once inside, the bacteria multiplies and can start spreading to other body parts.","By looking at INPUT_PARAGRAPH_ORDER, I found that ""[2]: Once inside, the bacteria multiplies and can start spreading to other body parts."" must precede ""[3]: The bacteria's presence leads to illness by releasing toxins that damage the host's cells and tissues."" because the bacteria need to be inside the body and multiply before they can release toxins and cause damage. In the NEW_PARAGRAPH_ORDER, the bacteria is causing illness before it has a chance to multiply and spread, which is illogical.","[1] Bacteria invades the tissues of the body, causing potential infections. [2] The bacteria's presence then leads to illness by releasing toxins that damage the host's cells and tissues. [3] After causing illness, the bacteria multiplies and can start spreading to other body parts."
157,3367,834How does a bacteria infect a plant?,834,How does a virus infect an animal?,Biomedical and Health Sciences,Natural Sciences,How does a bacteria infect a plant?,Plant Biology,"(virus, infects, animal) like (bacteria, infects, plant)
 (virus, invades, cell) like (bacteria, invades, cell)
 (virus, replicates, itself) like (bacteria, replicates, itself)","A virus infects an animal by invading its cells.
 The virus can enter the animal's body through contact with contaminated surfaces, or by being breathed in or ingested.
 Once inside the animal, the virus will replicate itself, using the animal's cells to do so.
 This allows the virus to spread rapidly throughout the animal's body, causing infection.","Bacteria is able to infect a plant by entering a cell and replicating itself. It does this by entering through the plant’s stomata or wounds, which allows the bacteria to gain access to the plant's internal cells. Once inside the cell, the bacteria will multiply and spread, eventually taking over the plant. The bacteria will then continue to replicate itself until the infection is complete.",3.0,close analogy,,,,"[1]: Bacteria enters the plant’s cell through the stomata or wounds.
[2]: The bacteria multiplies and spreads inside the cell.
[3]: Bacteria eventually takes over the plant.
[4]: The bacteria continues to replicate itself until the infection is complete.","[1]: The bacteria multiplies and spreads inside the cell.
[2]: Bacteria enters the plant’s cell through the stomata or wounds.
[3]: Bacteria eventually takes over the plant.
[4]: The bacteria continues to replicate itself until the infection is complete.","By looking at INPUT_PARAGRAPH_ORDER, I found that ""[1]: Bacteria enters the plant’s cell through the stomata or wounds."" has to happen before ""[2]: The bacteria multiplies and spreads inside the cell."" This makes sense because the bacteria needs to gain access to the cell first in order to replicate itself or multiply. So placing ""[2]: The bacteria multiplies and spreads inside the cell."" before ""[1]: Bacteria enters the plant’s cell through the stomata or wounds."" in NEW_PARAGRAPH_ORDER is illogical because the bacteria cannot replicate itself inside the plant cell without first gaining access to the cell.","[1] Inside the plant cell, the bacteria multiplies and spreads. [2] Following this, the bacteria enters the plant’s cell through the stomata or wounds. [3] Eventually, the bacteria takes over the plant. [4] Finally, the bacteria continues to replicate itself until the infection is complete."
158,3373,834How does a bacteria infect a human?,834,How does a virus infect an animal?,Biomedical and Health Sciences,Biomedical and Health Sciences,How does a bacteria infect a human?,Biomedical and Health Sciences,"(virus, enters, cell) like (bacteria, enters, cell)
 (virus, replicates, itself) like (bacteria, replicates, itself)
 (virus, causes, disease) like (bacteria, causes, disease)","A virus is a microscopic infectious agent that enters into a cell of an animal. Once inside, the virus replicates itself and begins to cause a disease. The virus hijacks the cellular machinery of the host cell and forces it to produce more virus particles. This process can cause a wide range of diseases in the animal.","Bacteria can enter a human cell through various methods. Once inside, the bacteria will replicate itself, creating more bacteria. This increased presence of bacteria can lead to the development of a disease, as the bacteria causes the cell to become infected.",3.0,close analogy,,,,"[1]: Bacteria enter a human cell.
[2]: The bacteria replicates itself within the cell.
[3]: Increased presence of bacteria due to replication.
[4]: Disease develops as the cell becomes infected.","[1]: Disease develops as the cell becomes infected.
[2]: Bacteria enter a human cell.
[3]: The bacteria replicates itself within the cell.
[4]: Increased presence of bacteria due to replication.","In the INPUT_PARAGRAPH_ORDER, it's established that ""[1]: Bacteria enter a human cell."" must occur before ""[4]: Disease develops as the cell becomes infected."" In the disease development process, bacteria first needs to enter the cell, then replicate itself which leads to an increase in bacterial count and finally results in infection and disease development. Therefore, having the disease develop even before the bacteria has entered the cell, as per the NEW_PARAGRAPH_ORDER, is illogical.","[1] Disease develops as the cell becomes infected. [2] Following this, bacteria enter a human cell. [3] Once inside, the bacteria replicates itself within the cell. [4] This leads to an increased presence of bacteria due to replication."
159,3374,834How does a bacteria cause a disease in humans?,834,How does a virus infect an animal?,Biomedical and Health Sciences,Biomedical and Health Sciences,How does a bacteria cause a disease in humans?,Biomedical and Health Sciences,"(virus, invades, cells) like (bacteria, invades, tissues)
 (virus, releases, toxins) like (bacteria, releases, toxins)
 (virus, reproduces, itself) like (bacteria, reproduces, itself)","When a virus invades an animal, it enters the cells of the animal's body. Once inside the cell, the virus releases toxins that cause the cell to die. At the same time, the virus also reproduces itself, which allows it to spread to other cells, causing the infection to spread.","When a bacteria invades the tissues of a human, it releases toxins that cause harm to the tissues.
 These toxins can cause the symptoms of a disease.
 The bacteria can also reproduce itself, allowing it to spread the disease to other parts of the body.",3.0,close analogy,,,,"[1]: A bacteria invades the tissues of a human.
[2]: The bacteria releases toxins that cause harm to the tissue.
[3]: These toxins cause the symptoms of a disease.
[4]: The bacteria reproduces itself, allowing it to spread the disease to other parts of the body.","[1]: A bacteria invades the tissues of a human.
[2]: These toxins cause the symptoms of a disease.
[3]: The bacteria releases toxins that cause harm to the tissue.
[4]: The bacteria reproduces itself, allowing it to spread the disease to other parts of the body.","According to the INPUT_PARAGRAPH_ORDER, the bacteria first releases toxins that harm the tissue ([2]) and then these toxins cause disease symptoms ([3]). However, in the NEW_PARAGRAPH_ORDER, the symptoms of the disease are caused prior to the bacteria releasing toxins.  This is illogical because toxins must be released first to cause any harm and subsequently produce disease symptoms.","[1] When a bacteria invades the tissues of a human, [2] these toxins cause the symptoms of a disease. [3] After the symptoms appear, the bacteria releases toxins that cause harm to the tissue. [4] Finally, the bacteria reproduces itself, allowing it to spread the disease to other parts of the body."
160,3383,846How does the education system remove ignorance from society?,846,How does blood remove waste from the human body?,Biomedical and Health Sciences,Social Sciences,How does the education system remove ignorance from society?,Sociology,"(blood, carries, waste) like (education, carries, knowledge)
 (kidneys, filter, toxins) like (institutions, filter, outdated beliefs)
 (liver, breaks down, chemicals) like (teachers, breaks down, misconceptions)","Blood carries waste from the organs and tissues of the body to the kidneys.
 The kidneys filter out toxins from the blood, and the liver breaks down chemicals and other substances.
 The waste is then removed from the body through urine and feces. The blood then carries oxygen and nutrients back to the organs and tissues.","Education carries knowledge that can be used to remove ignorance from society.
 Institutions filter out outdated beliefs and teach people to think critically to gain new knowledge and skills.
 Teachers play an important role in this process by breaking down misconceptions and replacing them with more accurate information. Ultimately, this contributes to a better understanding of the world and reduces ignorance in society.",3.0,Far analogy,,,,"[1]: Education delivers knowledge which is useful for eradicating ignorance in society.
[2]: Institutions remove old ideas and instruct individuals to think critically to gain new knowledge and skills.
[3]: Teachers break down misconceptions and replace them with accurate information.
[4]: This process ultimately leads to a better understanding of the world and reduction in societal ignorance.","[1]: Education delivers knowledge which is useful for eradicating ignorance in society.
[2]: This process ultimately leads to a better understanding of the world and reduction in societal ignorance.
[3]: Institutions remove old ideas and instruct individuals to think critically to gain new knowledge and skills.
[4]: Teachers break down misconceptions and replace them with accurate information.","Looking at the INPUT_PARAGRAPH_ORDER, it can be seen that ""[2]: Institutions remove old ideas and instruct individuals to think critically to gain new knowledge and skills."" must come before ""[4]: This process ultimately leads to a better understanding of the world and reduction in societal ignorance."". This is because the reformation of knowledge and critical thinking skills would naturally precede the reduction of ignorance in society. It is illogical to have a reduction in societal ignorance before the skills and knowledge instrumental to instruct individuals are put in place.","[1] Education delivers knowledge which is useful for eradicating ignorance in society. [2] This process ultimately leads to a better understanding of the world and reduction in societal ignorance. [3] Following this, institutions remove old ideas and instruct individuals to think critically to gain new knowledge and skills. [4] Finally, teachers break down misconceptions and replace them with accurate information."
161,3387,852How does natural gas get from the ground to a power station?,852,How does coal get from the ground to a power station?,Engineering,Engineering,How does natural gas get from the ground to a power station?,Mechanical Engineering,"(miners, extract, coal) like (workers, extract, natural gas)
 (trucks, transport, coal) like (pipeline, transport, natural gas)
 (coal, burned, heat energy) like (natural gas, burned, heat energy)","Miners extract coal from the ground to be used as a fuel source. The coal is then transported by trucks to a power station. Once at the power station, the coal is burned to create heat energy which is then used to produce electricity.","Workers extract natural gas from the ground and transport it to the power station via pipeline.
 Once at the power station, the natural gas is burned, releasing heat energy which is converted into electrical energy.",3.0,Close analogy,,,,"[1]: Workers extract natural gas from the ground.
[2]: The natural gas is transported to the power station via pipeline.
[3]: At the power station, the natural gas is burned, which releases heat energy.
[4]: The heat energy is converted into electrical energy.","[1]: Workers extract natural gas from the ground.
[2]: At the power station, the natural gas is burned, which releases heat energy.
[3]: The natural gas is transported to the power station via pipeline.
[4]: The heat energy is converted into electrical energy.","By seeing the INPUT_PARAGRAPH_ORDER, we can identify that ""[2]: The natural gas is transported to the power station via pipeline."" must happen before ""[3]: At the power station, the natural gas is burned, which releases heat energy."" This is because the natural gas has to be at the power station before it can be burned. However, in the NEW_PARAGRAPH_ORDER, the natural gas is burned at the power station before it is transported there, this is illogical because the gas cannot be burned at a location it has not yet reached.","[1] Workers extract natural gas from the ground. [2] Immediately after extraction, at the power station, the natural gas is burned, which releases heat energy. [3] After burning, the natural gas is then transported to the power station via pipeline. [4] Finally, the heat energy is converted into electrical energy."
162,3388,852How does oil get from an oil well to a refinery?,852,How does coal get from the ground to a power station?,Engineering,Engineering,How does oil get from an oil well to a refinery?,Petroleum Engineering,"(coal, extracted from, underground) like (oil, extracted from, underground)
 (trucks, transport, coal) like (tankers, transport, oil)
 (miners, mine, coal) like (drillers, drill, oil)","Coal is extracted from underground by miners. The miners use machines to mine the coal and then transport it to the surface by trucks. From there, the coal is transported to the power station using large trucks, trains, or conveyor belts. The coal is then used to generate electrical energy in the power station.","Oil is extracted from underground using drillers. The drillers drill into the ground to reach the oil, which is then pumped out of the well. Once out, the oil is transported by tankers to a refinery. The oil is then refined into usable byproducts.",3.0,Close analogy,,,,"[1]: Oil is extracted from underground using drillers.
[2]: The drillers drill into the ground to reach the oil.
[3]: Oil is pumped out of the well.
[4]: The oil is transported by tankers to a refinery.
[5]: The oil is refined into usable byproducts.","[1]: Oil is extracted from underground using drillers.
[2]: The oil is transported by tankers to a refinery.
[3]: The drillers drill into the ground to reach the oil.
[4]: Oil is pumped out of the well.
[5]: The oil is refined into usable byproducts.","By looking at INPUT_PARAGRAPH_ORDER, it is clear that ""[2]: The drillers drill into the ground to reach the oil"", and ""[3]: Oil is pumped out of the well."" should occur before ""[4]: The oil is transported by tankers to a refinery"". It makes no sense to transport oil to the refinery before it has been extracted and pumped out of the ground, and hence, the NEW_PARAGRAPH_ORDER is illogical.","[1] Oil is extracted from underground using drillers. [2] Immediately after extraction, the oil is transported by tankers to a refinery. [3] Following transportation, the drillers drill into the ground to reach the oil. [4] After drilling, the oil is pumped out of the well. [5] Finally, the oil is refined into usable byproducts."
163,3389,852How does oil get from the ground to an oil refinery?,852,How does coal get from the ground to a power station?,Engineering,Engineering,How does oil get from the ground to an oil refinery?,Petroleum Engineering,"(coal, mined from, underground deposits) like (oil, extracted from, underground reservoirs)
 (coal, transported by, rail) like (oil, transported by, tanker truck)
 (coal, delivered to, power station) like (oil, delivered to, oil refinery)","Coal is mined from underground deposits, usually using a technique called surface mining. Once it is extracted, it is transported by rail to the power station. At the power station, the coal is unloaded, weighed, and then delivered to the power station. The coal is then used to generate electricity for the power station.","Oil is extracted from underground reservoirs, typically through drilling.
 Once the oil is extracted, it is transported by tanker truck to an oil refinery.
 The tanker truck delivers the oil to the refinery where it can be processed and purified.",3.0,Close analogy,,,,"[1]: Oil is extracted from underground reservoirs, typically through drilling.
[2]: The oil is transported by tanker truck to an oil refinery.
[3]: The tanker truck delivers the oil to the refinery where it can be processed and purified.","[1]: The oil is transported by tanker truck to an oil refinery.
[2]: Oil is extracted from underground reservoirs, typically through drilling.
[3]: The tanker truck delivers the oil to the refinery where it can be processed and purified.","In the INPUT_PARAGRAPH_ORDER, ""[1]: Oil is extracted from underground reservoirs, typically through drilling."" must happen before ""[2]: The oil is transported by tanker truck to an oil refinery."" because the oil needs to be extracted first before it can be transported. It is illogical in the NEW_PARAGRAPH_ORDER because you cannot transport oil that has not yet been extracted.","[1] The oil is transported by tanker truck to an oil refinery. [2] After transportation, oil is extracted from underground reservoirs, typically through drilling. [3] Following extraction, the tanker truck delivers the oil to the refinery where it can be processed and purified."
164,3393,852How does oil get from the ground to a refinery?,852,How does coal get from the ground to a power station?,Engineering,Social Sciences,How does oil get from the ground to a refinery?,Economics,"(miners, extract, coal) like (drillers, extract, oil) 
 (trucks, transport, coal) like (pipelines, transport, oil) 
 (power station, uses, coal) like (refinery, uses, oil)","Miners extract coal from the ground and transport it to the power station. Trucks are often used to transport the coal to the power station, where it will be used to generate electricity. Coal is an important source of energy for power stations and is used to generate electricity for homes, businesses and industries.","Drillers extract the oil from the ground by drilling down and then pumping it up.
 Once the oil is extracted, it is transported through pipelines to the refinery.
 Once it arrives at the refinery, the oil is used to create different types of products.",3.0,Close analogy,,,,"[1]: Drillers extract the oil from the ground by drilling down and then pumping it up.
[2]: The oil is transported through pipelines to the refinery.
[3]: At the refinery, the oil is used to create different types of products.","[1]: At the refinery, the oil is used to create different types of products.
[2]: The oil is transported through pipelines to the refinery.
[3]: Drillers extract the oil from the ground by drilling down and then pumping it up.","By analysing INPUT_PARAGRAPH_ORDER, it is clear that ""[1]: Drillers extract the oil from the ground by drilling down and then pumping it up."" must occur before ""[2]: The oil is transported through pipelines to the refinery."" and subsequently, ""[3]: At the refinery, the oil is used to create different types of products."". This is because we must first have the oil extracted before it can be transported and refined. Therefore, the reordering in NEW_PARAGRAPH_ORDER is not logical as we cannot refine oil before it has been extracted and transported. This makes the NEW_PARAGRAPH_ORDER illogical.","[1] At the refinery, the oil is used to create different types of products. [2] After refining, the oil is transported through pipelines to the refinery. [3] Finally, drillers extract the oil from the ground by drilling down and then pumping it up."
165,3403,867How does a bacterial colony proliferate on food?,867,How does mold grow on bread?,Natural Sciences,Natural Sciences,How does a bacterial colony proliferate on food?,Microbiology,"(mold, colonizes, bread) like (bacteria, colonizes, food)
 (fungi, feeds on, carbohydrates) like (bacteria, feeds on, nutrients)
 (mold, releases, spores) like (bacteria, releases, cells)","Mold is a type of fungi that colonizes bread. It feeds on the carbohydrates present in the bread, allowing it to grow and spread. As the mold grows, it releases spores, allowing it to rapidly spread to other areas of the bread. The mold continues to grow and spread until the bread is completely covered in mold.","Bacteria colonize food and feed on the nutrients present in it.
 As the bacteria feed, they release cells, which allows the colony to proliferate and grow.
 These cells are constantly being divided and released, providing the bacteria with the ability to rapidly expand its population.
 Each additional cell created contributes to the growth of the bacterial colony, creating a cycle of replication and expansion.",3.0,Close analogy,,3.0,,"[1]: Bacteria colonize food and feed on the nutrients present in it.
[2]: As the bacteria feed, they release cells, which allows the colony to proliferate and grow.
[3]: These cells are constantly being divided and released, providing the bacteria with the ability to rapidly expand its population.
[4]: Each additional cell created contributes to the growth of the bacterial colony, creating a cycle of replication and expansion.","[1]: Bacteria colonize food and feed on the nutrients present in it.
[2]: Each additional cell created contributes to the growth of the bacterial colony, creating a cycle of replication and expansion.
[3]: As the bacteria feed, they release cells, which allows the colony to proliferate and grow.
[4]: These cells are constantly being divided and released, providing the bacteria with the ability to rapidly expand its population.","By looking at INPUT_PARAGRAPH_ORDER, I found that ""[2]: As the bacteria feed, they release cells, which allows the colony to proliferate and grow."" must happen before ""[4]: Each additional cell created contributes to the growth of the bacterial colony, creating a cycle of replication and expansion."" Because the bacteria must release cells for the population to grow before additional cells can contribute to further growth. So, the NEW_PARAGRAPH_ORDER is illogical as it implies that the bacteria population grows before cells are released, which is not possible.","[1] Bacteria colonize food and feed on the nutrients present in it. [2] Each additional cell created contributes to the growth of the bacterial colony, creating a cycle of replication and expansion. [3] As the bacteria feed, they release cells, which allows the colony to proliferate and grow. [4] These cells are constantly being divided and released, providing the bacteria with the ability to rapidly expand its population."
166,3427,873How does water get from the aquifer to a home?,873,How does oil get from the ground to a gas station?,Engineering,Natural Sciences,How does water get from the aquifer to a home?,Hydrology,"(oil, extracted from, underground) like (water, extracted from, aquifer)
 (oil, transported through, pipelines) like (water, transported through, pipes)
 (oil, stored in, tanks) like (water, stored in, reservoirs)","Oil is extracted from the ground using a variety of methods, such as drilling.
 Once extracted, the oil is transported through pipelines to its destination.
 The oil is then stored in tanks at the gas station.
 From there, it is pumped into the gas tanks of cars, allowing people to fill up their vehicles with fuel.","Water is extracted from the aquifer, then transported through a network of pipes.
 These pipes can carry water from the aquifer to homes and reservoirs, where it is stored for future use.
 The pipes provide a way for the water to move from the aquifer to the points of use, ensuring that individuals have access to clean, fresh water.",3.0,far analogy,,,,"[1]: Water is extracted from the aquifer.
[2]: The extracted water is transported through a network of pipes.
[3]: These pipes carry water to homes and reservoirs for storage and future use.
[4]: The pipes provide a way for the water to move from the aquifer to the points of use.","[1]: Water is transported through a network of pipes.
[2]: Water is extracted from the aquifer.
[3]: These pipes carry water to homes and reservoirs for storage and future use.
[4]: The pipes provide a way for the water to move from the aquifer to the points of use.","By looking at INPUT_PARAGRAPH_ORDER, I identified that ""[1]: Water is extracted from the aquifer."" must happen before ""[2]: The extracted water is transported through a network of pipes."" because the water must first be extracted from the aquifer before it can be transported anywhere. In the NEW_PARAGRAPH_ORDER, the water is transported through pipes before it is extracted from the aquifer. This is illogical because water can't be transported if it hasn't been extracted yet.","[1] Water is transported through a network of pipes. [2] After the water has been transported, it is then extracted from the aquifer. [3] These pipes then carry the water to homes and reservoirs for storage and future use. [4] Finally, the pipes provide a way for the water to move from the aquifer to the points of use."
167,3430,873How does a medicine get from the laboratory to a hospital?,873,How does oil get from the ground to a gas station?,Engineering,Biomedical and Health Sciences,How does a medicine get from the laboratory to a hospital?,Biomedical and Health Sciences,"(oil, extracted, from underground) like (medicine, extracted, from laboratory)
 (tanker, transports, oil) like (truck, transports, medicine)
 (gas station, distributes, oil) like (hospital, distributes, medicine)","Oil is extracted from underground through the use of oil rigs.
 The extracted oil is then transported by a tanker to various locations.
 The tanker delivers the oil to gas stations, where it is distributed and used to fill up vehicles.
 The oil is stored in large tanks and pumped into vehicles when needed.","The medicine is extracted from the laboratory and placed into a truck for transport.
 The truck transports the medicine to the hospital, where it is distributed to the patients.
 Once it has been distributed, the medicine can then be used to treat the illness or condition it was created to address.",3.0,far analogy,,,,"[1]: The medicine is extracted from the laboratory.
[2]: Medicine is placed into a truck for transport.
[3]: The truck transports the medicine to the hospital.
[4]: The medicine is distributed to the patients in the hospital.
[5]: The medicine is used to treat the illness or condition it was created to address.","[1]: The medicine is used to treat the illness or condition it was created to address.
[2]: The medicine is extracted from the laboratory.
[3]: Medicine is placed into a truck for transport.
[4]: The truck transports the medicine to the hospital.
[5]: The medicine is distributed to the patients in the hospital.","In INPUT_PARAGRAPH_ORDER, ""[5]: The medicine is used to treat the illness or condition it was created to address."" should happen after ""[1]: The medicine is extracted from the laboratory."", ""[2]: Medicine is placed into a truck for transport."", ""[3]: The truck transports the medicine to the hospital."" and ""[4]: The medicine is distributed to the patients in the hospital."" as the medicine needs to be extracted, transported, and distributed in order to be used by the patients. In the NEW_PARAGRAPH_ORDER, the medicine is being used to treat the illness before it is even extracted, transported, or distributed which is totally illogical.","[1] The medicine is used to treat the illness or condition it was created to address. [2] After being used, the medicine is then extracted from the laboratory. [3] Once extracted, the medicine is placed into a truck for transport. [4] The truck then transports the medicine to the hospital. [5] Finally, after being transported, the medicine is distributed to the patients in the hospital."
168,3443,876How does snow form?,876,How does rain form?,Natural Sciences,Engineering,How does snow form?,Mechanical Engineering,"(moisture, condenses, clouds) like (water vapor, condenses, ice crystals)
 (temperature, drops, dew point) like (temperature, drops, freezing point)
 (air, rises, atmosphere) like (air, rises, troposphere)","Rain is formed when moisture in the air condenses into clouds. As the air cools, the temperature drops to the dew point, causing the water vapor to condense. The rising motion of the air in the atmosphere causes the clouds to cool even further, which causes the droplets of water to form and eventually fall as rain.","Snow forms when water vapor in the atmosphere condenses into tiny ice crystals.
 As the temperature drops below the freezing point, the ice crystals become snowflakes.
 The air rises into the troposphere where the temperature is cold enough to form snowflakes.
 The rising air carries the ice crystals and as they cool down, they form into snowflakes.",3.0,close analogy,,,,"[1]: Water vapor in the atmosphere condenses into tiny ice crystals.
[2]: Temperature drops below the freezing point, turning ice crystals into snowflakes.
[3]: The air rises to the troposphere where it's cold enough to form snowflakes.
[4]: The rising air carries the ice crystals and as they cool down, they form into snowflakes.","[1]: Water vapor in the atmosphere condenses into tiny ice crystals.
[2]: The air rises to the troposphere where it's cold enough to form snowflakes.
[3]: Temperature drops below the freezing point, turning ice crystals into snowflakes.
[4]: The rising air carries the ice crystals and as they cool down, they form into snowflakes.","In INPUT_PARAGRAPH_ORDER, ""[2]: Temperature drops below the freezing point, turning ice crystals into snowflakes."" must happen before ""[3]: The air rises to the troposphere where it's cold enough to form snowflakes."" This is because the temperature must drop below freezing point in order for the ice crystals to turn into snowflakes, before they are carried to the troposphere. However, in the NEW_PARAGRAPH_ORDER, the air is rising to the troposphere to form snowflakes before the temperature is below the freezing point causing the whole scenario to be illogical.","[1] Water vapor in the atmosphere condenses into tiny ice crystals. [2] Then, the air rises to the troposphere where it's cold enough to form snowflakes. [3] After the air rises, the temperature drops below the freezing point, turning the ice crystals into snowflakes. [4] Finally, the rising air carries the ice crystals and as they cool down, they form into snowflakes."
