,sample_id,source_id,source_subject,source_domain,target_domain,target_subject,target_field,relations,source_paragraph,target_paragraph,target_events_order,sum_vote_analogy,analogy_type,not_analogy_reasons,is_train,count_annotations,target_new_events_order,explanation,new paragraph,is_change_order_correct,coherent new paragraph,can't apply distractor,sum_is_change_order_correct,sum_coherent_new_paragraph,sum_can't_apply_distractor
89,1143Describe how climate change can negatively affect animals,1143,Describe how forest fires can negatively affect animals,Natural Sciences,Natural Sciences,Describe how climate change can negatively affect animals,Environmental Sciences,"(forest fire, emits, smoke) like (greenhouse gases, emit, carbon dioxide)
  (forest fire, destroys, habitat) like (climate change, destroys, habitat) 
  (forest fire, causes, air pollution) like (climate change, causes, air pollution)","Forest fires can have a detrimental impact on the environment and the animals that inhabit it. When a forest fire burns, it emits smoke that can cause air pollution and limit visibility for animals. Additionally, a forest fire can destroy the habitat of animals, leaving them without a safe place to take refuge.","Climate change is caused by the emission of greenhouse gases, such as carbon dioxide, into the atmosphere. This can have a negative effect on animals because it can destroy their habitats and cause air pollution. As the environment changes, animals may find it difficult to survive due to the destruction of their natural habitats and the increase in air pollution.","[1]: Greenhouse gases, such as carbon dioxide, are emitted into the atmosphere.
[2]: Climate change occurs due to the emission of greenhouse gases.
[3]: Animals' habitats are destroyed and air pollution increases.
[4]: Animals find it difficult to survive because of habitat destruction and air pollution.",3,close analogy,,,,"[1]: Greenhouse gases, such as carbon dioxide, are emitted into the atmosphere.
[2]: Animals find it difficult to survive because of habitat destruction and air pollution.
[3]: Climate change occurs due to the emission of greenhouse gases.
[4]: Animals' habitats are destroyed and air pollution increases.","By looking at INPUT_PARAGRAPH_ORDER, I found that ""[2]: Climate change occurs due to the emission of greenhouse gases."" must happen before ""[3]: Animals' habitats are destroyed and air pollution increases."" because climate change is the result of greenhouse gas emissions and causes the negative effects on animals, such as the destruction of their habitats and increased air pollution. In the NEW_PARAGRAPH_ORDER, the events are illogical because animals are experiencing negative effects before climate change has actually occurred.","[1] Greenhouse gases, such as carbon dioxide, are emitted into the atmosphere. [2] As a result, animals find it difficult to survive because of habitat destruction and air pollution. [3] Following this, climate change occurs due to the emission of greenhouse gases. [4] Finally, animals' habitats are destroyed and air pollution increases, further exacerbating the situation.",1,1,,,,
90,1143Describe how human activities can negatively affect wildlife,1143,Describe how forest fires can negatively affect animals,Natural Sciences,Social Sciences,Describe how human activities can negatively affect wildlife,Social Sciences,"(forest fires, destroy, habitats) like (human activities, destroy, habitats)
  (forest fires, deplete, food sources) like (human activities, deplete, food sources) 
  (forest fires, pollute, air) like (human activities, pollute, air)","Forest fires can have devastating effects on animals by destroying their habitats and depleting their food sources. The flames can ravage the land and pollute the air, making it difficult for animals to survive. In addition, smoke and ash can cause animals to become ill, and the destruction of their habitats can force them to relocate or even become extinct.","Human activities can have a negative impact on wildlife in a variety of ways. For example, human activities can destroy wildlife habitats, deplete food sources, and pollute the air. These activities can lead to a decrease in biodiversity and an increase in the threat of extinction for some species.","[1]: Human activities negatively impact wildlife.
[2]: Wildlife habitats are destroyed, food sources are depleted, and the air is polluted due to human activities.
[3]: These activities lead to a decrease in biodiversity.
[4]: The threat of extinction for some species increases.",3,far analogy,,,,"[1]: Human activities negatively impact wildlife.
[2]: The threat of extinction for some species increases.
[3]: Wildlife habitats are destroyed, food sources are depleted, and the air is polluted due to human activities.
[4]: These activities lead to a decrease in biodiversity.","By looking at INPUT_PARAGRAPH_ORDER, I found that ""[2]: Wildlife habitats are destroyed, food sources are depleted, and the air is polluted due to human activities."" must happen before ""[4]: The threat of extinction for some species increases."" because the destruction of habitats, depletion of food sources, and air pollution are the causes for the increased threat of extinction. In the NEW_PARAGRAPH_ORDER, the threat of extinction increases before the actual causes of that increase are mentioned, so it's illogical.","[1] Human activities negatively impact wildlife. [2] As a result, the threat of extinction for some species increases. [3] Following this increase, wildlife habitats are destroyed, food sources are depleted, and the air is polluted due to human activities. [4] Subsequently, these activities lead to a decrease in biodiversity.",1,1,,,,
91,1154How is coal formed?,1154,How is oil formed?,Natural Sciences,Natural Sciences,How is coal formed?,Geology,"(decaying organic matter, undergoes, high pressure and temperature) like (buried plant material, undergoes, high pressure and temperature)
  (hydrocarbons, created from, the remains of dead organisms) like (organic compounds, created from, the remains of dead plants)
  (sedimentary rocks, trap, petroleum) like (sedimentary rocks, trap, coal)","Oil is created when decaying organic matter undergoes high pressure and temperature.
  This process forms hydrocarbons from the remains of dead organisms.
  The hydrocarbons then travel through sedimentary rocks, where they are trapped and form petroleum.","Coal is formed from the remains of ancient plants that were buried underground, where high pressure and temperature caused their organic compounds to change.
  This process created the fossil fuel that is coal, which is found in sedimentary rocks that have trapped it over millions of years.","[1]: Ancient plants are buried underground.
[2]: High pressure and temperature cause their organic compounds to change.
[3]: Coal is formed as a fossil fuel.
[4]: Coal is found in sedimentary rocks that have trapped it over millions of years.",3,Close analogy,,,,"[1]: Ancient plants are buried underground.
[2]: Coal is found in sedimentary rocks that have trapped it over millions of years.
[3]: High pressure and temperature cause their organic compounds to change.
[4]: Coal is formed as a fossil fuel.","By looking at INPUT_PARAGRAPH_ORDER, I found that ""[2]: High pressure and temperature cause their organic compounds to change."" must happen before ""[3]: Coal is formed as a fossil fuel."" because it is the process of high pressure and temperature that actually creates the coal. In the NEW_PARAGRAPH_ORDER, coal is found in sedimentary rocks before it has even been formed through the process of high pressure and temperature, which is illogical. The formation of coal must happen before it can be found in sedimentary rocks.","[1] Ancient plants are buried underground. [2] Then, coal is found in sedimentary rocks that have trapped it over millions of years. [3] Afterward, high pressure and temperature cause their organic compounds to change. [4] Finally, coal is formed as a fossil fuel.",1,1,,,,
92,1203How do enzymes catalyze the production of proteins in a cell?,1203,How are proteins synthesized in a cell?,Biomedical and Health Sciences,Natural Sciences,How do enzymes catalyze the production of proteins in a cell?,Biochemistry,"(RNA, codes for, protein) like (DNA, codes for, gene)
  (ribosomes, assemble, amino acids) like (enzymes, assemble, substrates)
  (tRNA, brings, amino acids) like (coenzymes, brings, substrates)","Protein synthesis begins with the transfer of genetic information from DNA to RNA.
  The RNA codes for the specific protein that needs to be synthesized.
  Ribosomes then assemble the amino acids in the correct sequence according to the code in the RNA.
  The tRNA brings the amino acids to the ribosomes and the proteins are synthesized.","The production of proteins in a cell is catalyzed by enzymes. The process begins with DNA, which codes for a particular gene. The gene is then transcribed, and enzymes assemble the necessary substrates. Coenzymes then bring the substrates together, allowing the enzymes to catalyze the production of proteins.","[1]: The production of proteins in a cell is catalyzed by enzymes.
[2]: The process begins with DNA, which codes for a particular gene.
[3]: The gene is then transcribed, and enzymes assemble the necessary substrates.
[4]: Coenzymes bring the substrates together.
[5]: Enzymes catalyze the production of proteins.",3,Close analogy,,1,,"[1]: The production of proteins in a cell is catalyzed by enzymes.
[2]: Coenzymes bring the substrates together.
[3]: The process begins with DNA, which codes for a particular gene.
[4]: The gene is then transcribed, and enzymes assemble the necessary substrates.
[5]: Enzymes catalyze the production of proteins.","By looking at INPUT_PARAGRAPH_ORDER, I found that ""[2]: The process begins with DNA, which codes for a particular gene."" must happen before ""[4]: Coenzymes bring the substrates together."" because the process starts with DNA and the gene transcription to form the substrates. In the NEW_PARAGRAPH_ORDER, coenzymes bringing the substrates together happens before the gene is transcribed and enzymes assemble the necessary substrates. This is illogical as there would be no substrates to bring together without the gene transcription and enzyme assembly occurring first.","[1] The production of proteins in a cell is catalyzed by enzymes. [2] Coenzymes then bring the substrates together. [3] Following this, the process begins with DNA, which codes for a particular gene. [4] The gene is then transcribed, and enzymes assemble the necessary substrates. [5] Finally, enzymes catalyze the production of proteins.",1,1,,,,
93,1204How are antibodies produced in the body?,1204,How are proteins synthesized in a cell?,Biomedical and Health Sciences,Biomedical and Health Sciences,How are antibodies produced in the body?,Biomedical and Health Sciences,"(RNA, synthesizes, proteins) like (B cells, synthesizes, antibodies)
  (enzymes, catalyze, chemical reactions) like (lymphocytes, catalyze, immune responses)
  (amino acids, assemble, peptide chains) like (antigen-presenting cells, assemble, antigen receptors)","In a cell, proteins are synthesized by RNA.
  Enzymes act as catalysts to speed up the chemical reactions that are necessary for the synthesis of proteins.
  The amino acids then assemble into peptide chains which form the protein molecules.
  The enzymes not only catalyze the reactions, but also help in the assembly of the amino acids into the peptide chains.","The body produces B cells that are responsible for synthesizing antibodies. The B Cells are lymphocytes that are produced in the bone marrow and can catalyze complex immune responses. Antigen-presenting cells also play a role in antibody production. These cells assemble antigen receptors and transport them to the B cells. The antigen receptors are then presented to the B cells, allowing them to recognize and bind the antigen, triggering the production of antibodies.","[1]: The body produces B cells in the bone marrow.
[2]: Antigen-presenting cells assemble antigen receptors and transport them to the B cells.
[3]: The antigen receptors are presented to the B cells.
[4]: B cells recognize and bind the antigen.
[5]: B cells trigger the production of antibodies.",3,Close analogy,,,,"[1]: The body produces B cells in the bone marrow.
[2]: B cells recognize and bind the antigen.
[3]: Antigen-presenting cells assemble antigen receptors and transport them to the B cells.
[4]: The antigen receptors are presented to the B cells.
[5]: B cells trigger the production of antibodies.","By looking at INPUT_PARAGRAPH_ORDER, I found that ""[2]: Antigen-presenting cells assemble antigen receptors and transport them to the B cells."" must happen before ""[4]: B cells recognize and bind the antigen."" because B cells need the antigen receptors to be able to recognize and bind the antigen. Without the antigen receptors, B cells cannot recognize and bind the antigen, so it's illogical to have binding happen before antigen-presenting cells have completed their role.","[1] The body produces B cells in the bone marrow. [2] Then, B cells recognize and bind the antigen. [3] Afterward, antigen-presenting cells assemble antigen receptors and transport them to the B cells. [4] Subsequently, the antigen receptors are presented to the B cells. [5] Finally, B cells trigger the production of antibodies.",1,1,,,,
94,1204How is insulin produced in the pancreas?,1204,How are proteins synthesized in a cell?,Biomedical and Health Sciences,Biomedical and Health Sciences,How is insulin produced in the pancreas?,Biomedical and Health Sciences,"(mRNA, codes for, protein) like (DNA, codes for, insulin)
  (ribosomes, assemble, amino acids) like (organelles, assemble, glucose molecules)
  (enzymes, catalyze, protein synthesis) like (hormones, catalyze, insulin production)","Protein synthesis begins when mRNA transcribed from DNA codes for a specific protein.
  Ribosomes then assemble the necessary amino acids to form the protein molecule, while enzymes catalyze the process of protein synthesis.
  The ribosomes read the mRNA code and link the amino acids together in the correct order to form the protein molecule.","The DNA in the pancreas codes for the production of insulin.
  The organelles in the pancreas then work to assemble glucose molecules, which are the building blocks of insulin.
  Hormones in the pancreas then act as catalysts to trigger the production of insulin.","[1]: The DNA in the pancreas codes for the production of insulin.
[2]: The organelles in the pancreas work to assemble glucose molecules, which are the building blocks of insulin.
[3]: Hormones in the pancreas act as catalysts to trigger the production of insulin.",3,Close analogy,,,,"[1]: The DNA in the pancreas codes for the production of insulin.
[2]: Hormones in the pancreas act as catalysts to trigger the production of insulin.
[3]: The organelles in the pancreas work to assemble glucose molecules, which are the building blocks of insulin.","By looking at INPUT_PARAGRAPH_ORDER, I found that ""[2]: The organelles in the pancreas work to assemble glucose molecules, which are the building blocks of insulin."" must happen before ""[3]: Hormones in the pancreas act as catalysts to trigger the production of insulin."" because the glucose molecules need to be assembled first before hormones can trigger the production of insulin. In the NEW_PARAGRAPH_ORDER, the hormones are triggering the production of insulin before the glucose molecules are assembled, which is illogical because the building blocks of insulin need to be present before the production process can be initiated.","[1] The DNA in the pancreas codes for the production of insulin. [2] Following this, hormones in the pancreas act as catalysts to trigger the production of insulin. [3] After the production is triggered, the organelles in the pancreas work to assemble glucose molecules, which are the building blocks of insulin.",0,0,1,,,
95,1207Describe the steps in how a crack on a bridge is treated and repaired,1207,Describe the steps in how a cut on your hand is treated and heals,Biomedical and Health Sciences,Engineering,Describe the steps in how a crack on a bridge is treated and repaired,Civil Engineering,"(antiseptic, applied to, wound) like (epoxy, applied to, crack)
  (bandage, covers, injury) like (steel plate, covers, fracture)
  (healing process, closes, incision) like (reinforcement, closes, fracture)","When you get a cut on your hand, the first step is to clean the wound with antiseptic. This is to help prevent infection. Then, a bandage is applied to cover the injury and protect it from further harm. As time passes, the healing process begins, in which the incision is gradually closed up.","The first step to treating and repairing a crack on a bridge is to apply epoxy to the crack. This helps to close the fracture and prevents further damage. A steel plate is then used to cover the fracture. Finally, reinforcement is used to close the fracture, ensuring that the crack is properly sealed and the bridge is structurally sound.","[1]: A crack is found on a bridge.
[2]: Epoxy is applied to the crack to close the fracture and prevent further damage.
[3]: A steel plate is used to cover the fracture.
[4]: Reinforcement is used to close the fracture and ensure proper sealing and structural soundness.",3,far analogy,,,,"[1]: A crack is found on a bridge.
[2]: A steel plate is used to cover the fracture.
[3]: Epoxy is applied to the crack to close the fracture and prevent further damage.
[4]: Reinforcement is used to close the fracture and ensure proper sealing and structural soundness.","By looking at INPUT_PARAGRAPH_ORDER, I found that ""[2]: Epoxy is applied to the crack to close the fracture and prevent further damage."" must happen before ""[3]: A steel plate is used to cover the fracture."" because the epoxy should be applied first to close the fracture and prevent further damage, and then the steel plate can be used to cover the fracture and provide additional support. After the steel plate has been placed, it would be difficult or impossible to apply epoxy, as the fracture would be covered and inaccessible, so it's illogical.","[1] A crack is found on a bridge. [2] The first step is to use a steel plate to cover the fracture. [3] After the steel plate is placed, epoxy is applied to the crack to close the fracture and prevent further damage. [4] Finally, reinforcement is used to close the fracture and ensure proper sealing and structural soundness.",1,1,,,,
96,1218How does a community of people form?,1218,How do forests form?,Natural Sciences,Social Sciences,How does a community of people form?,Social Sciences,"(seeds, grow into, trees) like (ideas, develop into, social structures)
  (sunlight, provides, nutrients) like (media, provides, information)
  (soil, supports, root system) like (culture, supports, beliefs)","Forests form when seeds germinate and grow into trees.
  The trees need sunlight to provide them with the necessary nutrients to grow.
  The soil is also important as it helps to support the trees' root systems.
  Without both sunlight and soil, the trees would not have the conditions they need to survive and grow.","A community of people form when ideas develop into social structures. This often happens when people share similar beliefs. Media plays an important role in providing information that helps shape these beliefs. Culture also supports these beliefs, providing a platform for them to grow and evolve.","[1]: Ideas develop into social structures.
[2]: A community of people form around similar beliefs.
[3]: Media provides information that helps shape these beliefs.
[4]: Culture supports these beliefs, providing a platform for them to grow and evolve.",3,Far analogy,,1,,"[1]: Ideas develop into social structures.
[2]: Culture supports these beliefs, providing a platform for them to grow and evolve.
[3]: A community of people form around similar beliefs.
[4]: Media provides information that helps shape these beliefs.","By looking at INPUT_PARAGRAPH_ORDER, I found that ""[3]: Media provides information that helps shape these beliefs."" must happen before ""[4]: Culture supports these beliefs, providing a platform for them to grow and evolve."" because the media provides information and leads to the development of shared beliefs. After the formation of shared beliefs, the culture is what strengthens and evolves them. In the NEW_PARAGRAPH_ORDER, the culture is supporting the beliefs before they are shaped by the media, which is illogical.","[1] Ideas develop into social structures. [2] Culture then supports these beliefs, providing a platform for them to grow and evolve. [3] Afterward, a community of people forms around similar beliefs. [4] Finally, the media provides information that helps shape these beliefs, even though they have already been supported by culture and formed a community.",1,1,,,,
97,702Describe the process of climate change,702,Describe the process of the greenhouse effect,Natural Sciences,Social Sciences,Describe the process of climate change,Environmental Science,"(greenhouse gases, trap, heat) like (carbon dioxide, trap, infrared radiation)
  (sunlight, enters, atmosphere) like (solar radiation, enters, atmosphere)
  (temperature, rises, surface) like (global temperature, rises, surface)","The greenhouse effect is a process in which certain gases in the atmosphere, such as carbon dioxide and methane, trap heat from the sun as it enters the atmosphere. This trapped heat is then prevented from escaping, causing the temperature of the Earth's surface to rise.","Climate change is a complex process that is caused by the trapping of infrared radiation by carbon dioxide in the atmosphere.
  Solar radiation enters the atmosphere and is partially trapped by the carbon dioxide, causing the global temperature to rise at the surface.
  This trapped energy is then released as heat, resulting in a gradual warming of the planet and a shift in global climate patterns.","[1]: Climate change is caused by the trapping of infrared radiation by carbon dioxide in the atmosphere.
[2]: Solar radiation enters the atmosphere and is partially trapped by carbon dioxide.
[3]: The global temperature rises at the surface due to the trapped solar radiation.
[4]: The trapped energy is released as heat.
[5]: The gradual warming of the planet occurs.
[6]: A shift in global climate patterns is observed.",3,Close analogy,,,,"[1]: Climate change is caused by the trapping of infrared radiation by carbon dioxide in the atmosphere.
[2]: Solar radiation enters the atmosphere and is partially trapped by carbon dioxide.
[3]: The global temperature rises at the surface due to the trapped solar radiation.
[4]: A shift in global climate patterns is observed.
[5]: The trapped energy is released as heat.
[6]: The gradual warming of the planet occurs.","By looking at INPUT_PARAGRAPH_ORDER, I found that ""[4]: The trapped energy is released as heat"" must happen before ""[5]: The gradual warming of the planet occurs"" because the heat released by the trapped energy is what leads to the warming of the planet. In NEW_PARAGRAPH_ORDER, the warming of the planet occurs after the shift in global climate patterns, which is illogical. The shift in global climate patterns should be a result of the gradual warming of the planet, not the other way around.","[1] Climate change is caused by the trapping of infrared radiation by carbon dioxide in the atmosphere. [2] Solar radiation enters the atmosphere and is partially trapped by carbon dioxide. [3] The global temperature rises at the surface due to the trapped solar radiation. [4] A shift in global climate patterns is observed. [5] After the shift, the trapped energy is released as heat. [6] Finally, the gradual warming of the planet occurs.",1,1,,,,
98,703Describe the process of global warming,703,Describe the process of the greenhouse effect,Natural Sciences,Social Sciences,Describe the process of global warming,Social Sciences,"(greenhouse gases, trap, heat) like (greenhouse gases, trap, infrared radiation)
  (sunlight, enters, atmosphere) like (sunlight, enters, atmosphere)
  (atmospheric gases, absorb, heat) like (atmospheric gases, absorb, infrared radiation)","The greenhouse effect is a process wherein certain gases in the atmosphere, known as greenhouse gases, trap heat emitted by the sun. When sunlight enters the atmosphere, it is absorbed by atmospheric gases, such as carbon dioxide and water vapor, which then re-emit the heat. This trapped heat causes the temperature of the Earth to rise.","Global warming is caused by the increase in greenhouse gases in the atmosphere.
  These gases trap infrared radiation from the sun, which enters the atmosphere, and atmospheric gases absorb the radiation.
  The result is an increase in the average temperature of the Earth's atmosphere and surface.","[1]: Greenhouse gases increase in the atmosphere.
[2]: Atmospheric gases absorb infrared radiation from the sun.
[3]: The Earth's atmosphere and surface temperature increases.",3,close analogy,,,,"[1]: Greenhouse gases increase in the atmosphere.
[2]: The Earth's atmosphere and surface temperature increases.
[3]: Atmospheric gases absorb infrared radiation from the sun.","In the INPUT_PARAGRAPH_ORDER, ""[2]: Atmospheric gases absorb infrared radiation from the sun."" must happen before ""[3]: The Earth's atmosphere and surface temperature increases."" because the absorption of infrared radiation by atmospheric gases is the cause of the increasing temperature. In the NEW_PARAGRAPH_ORDER, the increase in temperature happens before the absorption of infrared radiation, which is illogical because the temperature increase is the result of the radiation being absorbed by the atmospheric gases.","[1] As greenhouse gases increase in the atmosphere, [2] the Earth's atmosphere and surface temperature increases. [3] Following the temperature increase, atmospheric gases absorb infrared radiation from the sun, which is illogical because the temperature increase should be the result of the radiation being absorbed by the atmospheric gases.",1,1,,,,
99,721How does evaporation create condensation in the atmosphere?,721,How are clouds formed?,Natural Sciences,Natural Sciences,How does evaporation create condensation in the atmosphere?,Atmospheric Science,"(water vapor, rises, higher altitudes) like (moisture, rises, higher altitudes) (cooler temperatures, causes, condensation) like (cooler temperatures, causes, precipitation) (droplets of water, form, clouds) like (tiny water droplets, form, clouds)","Clouds are formed when water vapor rises to higher altitudes in the atmosphere.
  As the air rises, it cools and condenses into tiny droplets of water.
  These droplets merge together to form clouds, which are composed of millions of water droplets.","Evaporation is the process of liquid water turning into vapor. When moisture rises to higher altitudes, the temperature decreases. This cooler temperature causes the moisture to condense, forming clouds in the atmosphere. This is how evaporation creates condensation in the atmosphere.","[1]: Liquid water turns into vapor through evaporation.
[2]: Moisture rises to higher altitudes.
[3]: The temperature decreases at higher altitudes, causing moisture to condense.
[4]: Clouds form in the atmosphere as a result of condensation.",3,Close analogy,,,,"[1]: Liquid water turns into vapor through evaporation.
[2]: The temperature decreases at higher altitudes, causing moisture to condense.
[3]: Moisture rises to higher altitudes.
[4]: Clouds form in the atmosphere as a result of condensation.","In the NEW_PARAGRAPH_ORDER, the second and third events are switched. This makes it illogical because the moisture rising to higher altitudes must occur before the temperature decrease can cause the moisture to condense. If the temperature decreases at higher altitudes before the moisture rises, it becomes illogical for condensation to occur, resulting in an incorrect formation of clouds in the atmosphere.","[1] Liquid water turns into vapor through evaporation. [2] The temperature decreases at higher altitudes, causing moisture to condense. [3] After the temperature decreases, moisture rises to higher altitudes. [4] Finally, clouds form in the atmosphere as a result of condensation.",1,1,,,,
100,731How are canyons formed?,731,How are ravines formed?,Natural Sciences,Engineering,How are canyons formed?,Geotechnical Engineering,"(water, erodes, cliff faces) like (flowing water, erodes, rock walls)
  (wind, carries, sediment) like (wind, transports, soil)
  (ice, carves, rock) like (glaciers, carves, rocks)","Ravines are formed when water erodes the cliff faces. The water carries sediment away, which weakens the cliff's stability. Wind also carries away sediment, further eroding the cliffs. Ice is also a factor in the formation of ravines, as it carves the rock and creates deeper gorges.","Canyons are formed over time by erosion caused by flowing water, wind and glaciers.
  The flowing water erodes the rock walls of the canyon and the wind transports the soil away, deepening the canyon.
  Glaciers also have a role in canyon formation as they carve out deep trenches in the rocks.","[1]: Erosion caused by flowing water, wind, and glaciers happens over time.
[2]: The flowing water erodes the rock walls of the canyon.
[3]: The wind transports the soil away, deepening the canyon.
[4]: Glaciers carve out deep trenches in the rocks, contributing to canyon formation.",3,Close analogy,,,,"[1]: Erosion caused by flowing water, wind, and glaciers happens over time.
[2]: Glaciers carve out deep trenches in the rocks, contributing to canyon formation.
[3]: The wind transports the soil away, deepening the canyon.
[4]: The flowing water erodes the rock walls of the canyon.","By examining INPUT_PARAGRAPH_ORDER, I discovered that ""[2]: The flowing water erodes the rock walls of the canyon."" must happen before ""[3]: The wind transports the soil away, deepening the canyon."" because the flowing water erodes the rock walls, creating a loose soil that the wind later transports away to further deepen the canyon. In NEW_PARAGRAPH_ORDER, glaciers carved out deep trenches before the flowing water eroded the rock walls. This is illogical because glaciers carving trenches cannot directly lead to the formation of loose soil, which is necessary for the wind to transport away.","[1] Erosion caused by flowing water, wind, and glaciers happens over time. [2] Glaciers then carve out deep trenches in the rocks, contributing to canyon formation. [3] Afterward, the wind transports the soil away, deepening the canyon. [4] Finally, the flowing water erodes the rock walls of the canyon, which is an illogical sequence of events.",1,1,,,,
101,737How do people help companies promote their products?,737,How do animals help plants disburse seeds?,Natural Sciences,Social Sciences,How do people help companies promote their products?,Marketing,"(animals, carry, seeds) like (people, carry, marketing message)
  (birds, spread, seeds) like (influencers, spread, brand awareness)
  (insects, transport, seeds) like (advertisers, transport, advertising message)","Animals are an important factor in the dispersal of plant seeds. They carry the seeds in their fur or on their bodies to other locations. Birds also help spread the seeds as they travel and feed. In addition, insects can transport seeds between plants. All these animals help to spread the seeds far and wide, aiding in the propagation of new plants.",People help companies promote their products by carrying the marketing message to their target audience. Influencers are very effective in spreading brand awareness in a cost-effective manner. Advertisers transport the advertising message to the public through different media.,"[1]: People help companies promote their products by carrying the marketing message to their target audience.
[2]: Influencers are very effective in spreading brand awareness in a cost-effective manner.
[3]: Advertisers transport the advertising message to the public through different media.",3,Far analogy,,,,"[1]: Advertisers transport the advertising message to the public through different media.
[2]: Influencers are very effective in spreading brand awareness in a cost-effective manner.
[3]: People help companies promote their products by carrying the marketing message to their target audience.","By looking at INPUT_PARAGRAPH_ORDER, we found that ""[1]: People help companies promote their products by carrying the marketing message to their target audience."" must happen before ""[2]: Influencers are very effective in spreading brand awareness in a cost-effective manner."" because companies need to first create a marketing message and then they can use influencers to spread that message more effectively. In the NEW_PARAGRAPH_ORDER, advertisers disseminate the message before it even exists, which is illogical.","[1] Advertisers transport the advertising message to the public through different media. [2] Influencers are then very effective in spreading brand awareness in a cost-effective manner. [3] Finally, people help companies promote their products by carrying the marketing message to their target audience, even though the message has already been disseminated.",1,1,,,,
102,742How do sonar devices detect objects?,742,How do bats use echolocation?,Natural Sciences,Biomedical and Health Sciences,How do sonar devices detect objects?,Biomedical and Health Sciences,"(bats, emit, sound waves) like (sonar devices, emit, ultrasound waves)
  (echolocation, measure, distance) like (sonography, measure, depth)
  (echo, reflect, obstacles) like (ultrasound, reflect, objects)","Bats use echolocation to navigate and hunt in the dark. They emit sound waves that travel through the air. When the sound waves hit an obstacle, they reflect back to the bat as an echo. Using the echo, the bat can measure the distance and size of the obstacle. Echolocation helps bats to find their way around and catch prey.","Sonar devices use sonography to detect objects in the environment.
  These devices emit ultrasound waves that travel through the water and reflect off of objects.
  The returning vibrations measure the depth of the object and help to define the boundaries of a given space.
  The ultrasound waves reflect off of objects and send back a signal which can be used to calculate the distance and size of the object.","[1]: Sonar devices emit ultrasound waves.
[2]: Waves travel through the water and reflect off of objects.
[3]: Returning vibrations measure the depth of the object and define boundaries.
[4]: Ultrasound waves reflect off of objects and send back a signal to calculate distance and size.",3,Far analogy,,,,"[1]: Sonar devices emit ultrasound waves.
[2]: Returning vibrations measure the depth of the object and define boundaries.
[3]: Waves travel through the water and reflect off of objects.
[4]: Ultrasound waves reflect off of objects and send back a signal to calculate distance and size.","By looking at INPUT_PARAGRAPH_ORDER, I found that ""[2]: Waves travel through the water and reflect off of objects."" must happen before ""[3]: Returning vibrations measure the depth of the object and define boundaries."" because the waves need to reflect off objects first before the vibrations can return and be measured. Without the reflection of the waves, there will be no vibrations returning to detect the depth and boundaries of the object. Thus, swapping these two events in the NEW_PARAGRAPH_ORDER creates an illogical sequence.","[1] Sonar devices emit ultrasound waves. [2] Then, returning vibrations measure the depth of the object and define boundaries. [3] Afterward, waves travel through the water and reflect off of objects. [4] Finally, ultrasound waves reflect off of objects and send back a signal to calculate distance and size.",1,1,,,,
103,743How do robots pollinate crops?,743,How do bees pollinate plants?,Natural Sciences,Engineering,How do robots pollinate crops?,Robotics Engineering,"(bees, collect, pollen) like (robots, collect, pollen)
  (bees, fly to, flower) like (robots, move to, crop)
  (bees, transfer, pollen grains) like (robots, transfer, pollen grains)","Bees play a crucial role in pollinating plants.
  They collect pollen from the stamens of flowers and then fly to another flower to transfer the pollen grains.
  The process of transferring the pollen grains from one flower to another is known as cross-pollination and is vital for the survival of many plant species.","Robots are able to collect pollen from flowers.
  They then move to the crops and transfer the pollen grains from the flowers to the crop's reproductive structures.
  This helps the crops to reproduce and helps the environment by providing an alternative to traditional pollination methods.","[1]: Robots collect pollen from flowers.
[2]: Robots move to the crops.
[3]: Pollen grains are transferred from the flowers to the crop's reproductive structures.
[4]: Crops reproduce, and the environment benefits from an alternative pollination method.",3,far analogy,,,,"[1]: Robots collect pollen from flowers.
[2]: Pollen grains are transferred from the flowers to the crop's reproductive structures.
[3]: Robots move to the crops.
[4]: Crops reproduce, and the environment benefits from an alternative pollination method.","By looking at INPUT_PARAGRAPH_ORDER, I found that ""[2]: Robots move to the crops."" must happen before ""[3]: Pollen grains are transferred from the flowers to the crop's reproductive structures."" because the robots need to physically reach the crops before they can transfer pollen grains from the flowers. In NEW_PARAGRAPH_ORDER, the robots are transferring pollen grains before they even reach the crops, which is illogical.","[1] Robots collect pollen from flowers. [2] Then, they transfer pollen grains from the flowers to the crop's reproductive structures. [3] After transferring the pollen, the robots move to the crops. [4] Finally, the crops reproduce, and the environment benefits from an alternative pollination method.",0,0,,,,
104,744How do wind currents spread pollen?,744,How do bees pollinate plants?,Natural Sciences,Natural Sciences,How do wind currents spread pollen?,Ecology,"(bees, carry, pollen) like (wind, carry, pollen)
  (bees, fly from, flower to flower) like (wind, blow from, flower to flower)
  (bees, deposit, pollen) like (wind, deposit, pollen)","Bees carry pollen as they fly from flower to flower, transferring pollen between them.
  The pollen is then deposited onto the stigma of the flower, allowing for pollination to occur.
  This process is repeated by the bees as they continue to fly from flower to flower, carrying pollen with them. This is how bees pollinate plants, by carrying and depositing pollen from one flower to another.","Wind currents are capable of carrying pollen from one flower to another.
  The wind will blow from flower to flower, and will deposit the pollen as it travels.
  The pollen is then spread to other flowers, allowing them to reproduce and complete their life cycle.",,3,Close analogy,,,,,,,,,,,,
